date,year,month,campground,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_month_range
2015-07-01,2015,7,Wolf Creek,877.0,707.0,24.0,2135.0,2026.0,5.4,January - July
2015-08-01,2015,8,Wolf Creek,737.0,756.0,-2.5,2872.0,2782.0,3.2,January - August
2015-09-01,2015,9,Wolf Creek,357.0,351.0,1.7,3229.0,3133.0,3.1,January - September
2015-10-01,2015,10,Wolf Creek,2.0,8.0,-75.0,3231.0,3141.0,2.9,January - October
2015-11-01,2015,11,Wolf Creek,0.0,0.0,,3231.0,3141.0,2.9,January - November
2015-12-01,2015,12,Wolf Creek,0.0,0.0,,3231.0,3141.0,2.9,January - December
2015-01-01,2015,1,Yukon River,0.0,2.0,-100.0,0.0,2.0,-100.0,January - January
2015-02-01,2015,2,Yukon River,0.0,0.0,,0.0,2.0,-100.0,January - February
2015-03-01,2015,3,Yukon River,0.0,0.0,,0.0,2.0,-100.0,January - March
2015-04-01,2015,4,Yukon River,0.0,9.0,-100.0,0.0,11.0,-100.0,January - April
2015-05-01,2015,5,Yukon River,353.0,237.0,48.9,353.0,248.0,42.3,January - May
2015-06-01,2015,6,Yukon River,1895.0,1360.0,39.3,2248.0,1608.0,39.8,January - June
2015-07-01,2015,7,Yukon River,2286.0,1795.0,27.4,4534.0,3403.0,33.2,January - July
2015-08-01,2015,8,Yukon River,1685.0,1258.0,33.9,6219.0,4661.0,33.4,January - August
2015-09-01,2015,9,Yukon River,373.0,212.0,75.9,6592.0,4873.0,35.3,January - September
2015-10-01,2015,10,Yukon River,0.0,5.0,-100.0,6592.0,4878.0,35.1,January - October
2015-11-01,2015,11,Yukon River,0.0,0.0,,6592.0,4878.0,35.1,January - November
2015-12-01,2015,12,Yukon River,0.0,0.0,,6592.0,4878.0,35.1,January - December
2016-01-01,2016,1,Congdon Creek,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Congdon Creek,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Congdon Creek,3.0,0.0,,3.0,0.0,,January - March
2016-04-01,2016,4,Congdon Creek,0.0,0.0,,3.0,0.0,,January - April
2016-05-01,2016,5,Congdon Creek,354.0,346.0,2.3,357.0,346.0,3.2,January - May
2016-06-01,2016,6,Congdon Creek,963.0,664.0,45.0,1320.0,1010.0,30.7,January - June
2016-07-01,2016,7,Congdon Creek,1252.0,1006.0,24.5,2572.0,2016.0,27.6,January - July
2016-08-01,2016,8,Congdon Creek,1104.0,976.0,13.1,3676.0,2992.0,22.9,January - August
2016-09-01,2016,9,Congdon Creek,702.0,554.0,26.7,4378.0,3546.0,23.5,January - September
2016-10-01,2016,10,Congdon Creek,0.0,11.0,-100.0,4378.0,3557.0,23.1,January - October
2016-11-01,2016,11,Congdon Creek,0.0,0.0,,4378.0,3557.0,23.1,January - November
2016-12-01,2016,12,Congdon Creek,0.0,0.0,,4378.0,3557.0,23.1,January - December
2016-01-01,2016,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Conrad,2.0,0.0,,2.0,0.0,,January - March
2016-04-01,2016,4,Conrad,0.0,0.0,,2.0,0.0,,January - April
2016-05-01,2016,5,Conrad,253.0,0.0,,255.0,0.0,,January - May
2016-06-01,2016,6,Conrad,1091.0,0.0,,1346.0,0.0,,January - June
2016-07-01,2016,7,Conrad,1441.0,0.0,,2787.0,0.0,,January - July
2016-08-01,2016,8,Conrad,956.0,0.0,,3743.0,0.0,,January - August
2016-09-01,2016,9,Conrad,331.0,0.0,,4074.0,0.0,,January - September
2016-10-01,2016,10,Conrad,12.0,0.0,,4086.0,0.0,,January - October
2016-11-01,2016,11,Conrad,0.0,0.0,,4086.0,0.0,,January - November
2016-12-01,2016,12,Conrad,0.0,0.0,,4086.0,0.0,,January - December
2016-01-01,2016,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2007-08-01,2007,8,Conrad,0.0,0.0,,0.0,0.0,,January - August
2007-09-01,2007,9,Conrad,0.0,0.0,,0.0,0.0,,January - September
2007-10-01,2007,10,Conrad,0.0,0.0,,0.0,0.0,,January - October
2007-11-01,2007,11,Conrad,0.0,0.0,,0.0,0.0,,January - November
2007-12-01,2007,12,Conrad,0.0,0.0,,0.0,0.0,,January - December
2007-01-01,2007,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Fox Lake,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Fox Lake,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Fox Lake,57.0,69.0,-17.4,57.0,69.0,-17.4,January - May
2007-06-01,2007,6,Fox Lake,519.0,519.0,0.0,576.0,588.0,-2.0,January - June
2007-07-01,2007,7,Fox Lake,697.0,479.0,45.5,1273.0,1067.0,19.3,January - July
2007-08-01,2007,8,Fox Lake,597.0,407.0,46.7,1870.0,1474.0,26.9,January - August
2007-09-01,2007,9,Fox Lake,127.0,67.0,89.6,1997.0,1541.0,29.6,January - September
2007-10-01,2007,10,Fox Lake,0.0,0.0,,1997.0,1541.0,29.6,January - October
2007-11-01,2007,11,Fox Lake,0.0,7.0,-100.0,1997.0,1548.0,29.0,January - November
2007-12-01,2007,12,Fox Lake,0.0,0.0,,1997.0,1548.0,29.0,January - December
2007-01-01,2007,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Marsh Lake,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Marsh Lake,113.0,0.0,,113.0,0.0,,January - May
2007-06-01,2007,6,Marsh Lake,490.0,0.0,,603.0,0.0,,January - June
2007-07-01,2007,7,Marsh Lake,421.0,0.0,,1024.0,0.0,,January - July
2007-08-01,2007,8,Marsh Lake,281.0,0.0,,1305.0,0.0,,January - August
2007-09-01,2007,9,Marsh Lake,90.0,0.0,,1395.0,0.0,,January - September
2007-10-01,2007,10,Marsh Lake,0.0,0.0,,1395.0,0.0,,January - October
2007-11-01,2007,11,Marsh Lake,0.0,0.0,,1395.0,0.0,,January - November
2007-12-01,2007,12,Marsh Lake,0.0,0.0,,1395.0,0.0,,January - December
2007-01-01,2007,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Pine Lake,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Pine Lake,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Pine Lake,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Pine Lake,162.0,111.0,45.9,162.0,111.0,45.9,January - May
2007-06-01,2007,6,Pine Lake,795.0,734.0,8.3,957.0,845.0,13.3,January - June
2007-07-01,2007,7,Pine Lake,913.0,787.0,16.0,1870.0,1632.0,14.6,January - July
2007-08-01,2007,8,Pine Lake,929.0,656.0,41.6,2799.0,2288.0,22.3,January - August
2007-09-01,2007,9,Pine Lake,301.0,2.0,14950.0,3100.0,2290.0,35.4,January - September
2007-10-01,2007,10,Pine Lake,0.0,0.0,,3100.0,2290.0,35.4,January - October
2007-11-01,2007,11,Pine Lake,0.0,0.0,,3100.0,2290.0,35.4,January - November
2007-12-01,2007,12,Pine Lake,0.0,0.0,,3100.0,2290.0,35.4,January - December
2007-01-01,2007,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Teslin Lake,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Teslin Lake,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Teslin Lake,106.0,0.0,,106.0,0.0,,January - May
2007-06-01,2007,6,Teslin Lake,430.0,108.0,298.1,536.0,108.0,396.3,January - June
2016-02-01,2016,2,Fox Lake,2.0,0.0,,2.0,0.0,,January - February
2016-03-01,2016,3,Fox Lake,0.0,0.0,,2.0,0.0,,January - March
2016-04-01,2016,4,Fox Lake,0.0,0.0,,2.0,0.0,,January - April
2016-05-01,2016,5,Fox Lake,340.0,357.0,-4.8,342.0,357.0,-4.2,January - May
2016-06-01,2016,6,Fox Lake,907.0,602.0,50.7,1249.0,959.0,30.2,January - June
2016-07-01,2016,7,Fox Lake,784.0,658.0,19.1,2033.0,1617.0,25.7,January - July
2016-08-01,2016,8,Fox Lake,757.0,592.0,27.9,2790.0,2209.0,26.3,January - August
2016-09-01,2016,9,Fox Lake,258.0,172.0,50.0,3048.0,2381.0,28.0,January - September
2016-10-01,2016,10,Fox Lake,0.0,7.0,-100.0,3048.0,2388.0,27.6,January - October
2016-11-01,2016,11,Fox Lake,0.0,0.0,,3048.0,2388.0,27.6,January - November
2016-12-01,2016,12,Fox Lake,0.0,0.0,,3048.0,2388.0,27.6,January - December
2016-01-01,2016,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2016-04-01,2016,4,Marsh Lake,2.0,0.0,,2.0,0.0,,January - April
2016-05-01,2016,5,Marsh Lake,333.0,322.0,3.4,335.0,322.0,4.0,January - May
2016-06-01,2016,6,Marsh Lake,747.0,536.0,39.4,1082.0,858.0,26.1,January - June
2016-07-01,2016,7,Marsh Lake,792.0,944.0,-16.1,1874.0,1802.0,4.0,January - July
2016-08-01,2016,8,Marsh Lake,398.0,657.0,-39.4,2272.0,2459.0,-7.6,January - August
2016-09-01,2016,9,Marsh Lake,41.0,241.0,-83.0,2313.0,2700.0,-14.3,January - September
2016-10-01,2016,10,Marsh Lake,8.0,14.0,-42.9,2321.0,2714.0,-14.5,January - October
2016-11-01,2016,11,Marsh Lake,0.0,0.0,,2321.0,2714.0,-14.5,January - November
2016-12-01,2016,12,Marsh Lake,0.0,0.0,,2321.0,2714.0,-14.5,January - December
2016-01-01,2016,1,Pine Lake,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Pine Lake,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Pine Lake,3.0,0.0,,3.0,0.0,,January - March
2016-04-01,2016,4,Pine Lake,0.0,0.0,,3.0,0.0,,January - April
2016-05-01,2016,5,Pine Lake,631.0,403.0,56.6,634.0,403.0,57.3,January - May
2016-06-01,2016,6,Pine Lake,1237.0,908.0,36.2,1871.0,1311.0,42.7,January - June
2016-07-01,2016,7,Pine Lake,1342.0,1127.0,19.1,3213.0,2438.0,31.8,January - July
2016-08-01,2016,8,Pine Lake,1207.0,971.0,24.3,4420.0,3409.0,29.7,January - August
2016-09-01,2016,9,Pine Lake,580.0,468.0,23.9,5000.0,3877.0,29.0,January - September
2016-10-01,2016,10,Pine Lake,0.0,0.0,,5000.0,3877.0,29.0,January - October
2016-11-01,2016,11,Pine Lake,0.0,0.0,,5000.0,3877.0,29.0,January - November
2016-12-01,2016,12,Pine Lake,0.0,2.0,-100.0,5000.0,3879.0,28.9,January - December
2016-01-01,2016,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Teslin Lake,0.0,0.0,,0.0,0.0,,January - March
2016-04-01,2016,4,Teslin Lake,0.0,0.0,,0.0,0.0,,January - April
2016-05-01,2016,5,Teslin Lake,292.0,225.0,29.8,292.0,225.0,29.8,January - May
2016-06-01,2016,6,Teslin Lake,863.0,752.0,14.8,1155.0,977.0,18.2,January - June
2016-07-01,2016,7,Teslin Lake,948.0,804.0,17.9,2103.0,1781.0,18.1,January - July
2016-08-01,2016,8,Teslin Lake,773.0,689.0,12.2,2876.0,2470.0,16.4,January - August
2016-09-01,2016,9,Teslin Lake,12.0,230.0,-94.8,2888.0,2700.0,7.0,January - September
2016-10-01,2016,10,Teslin Lake,2.0,4.0,-50.0,2890.0,2704.0,6.9,January - October
2016-11-01,2016,11,Teslin Lake,0.0,4.0,-100.0,2890.0,2708.0,6.7,January - November
2016-12-01,2016,12,Teslin Lake,0.0,0.0,,2890.0,2708.0,6.7,January - December
2007-07-01,2007,7,Teslin Lake,541.0,2.0,26950.0,1077.0,110.0,879.1,January - July
2007-08-01,2007,8,Teslin Lake,514.0,0.0,,1591.0,110.0,1346.4,January - August
2007-09-01,2007,9,Teslin Lake,151.0,0.0,,1742.0,110.0,1483.6,January - September
2007-10-01,2007,10,Teslin Lake,2.0,0.0,,1744.0,110.0,1485.5,January - October
2007-11-01,2007,11,Teslin Lake,0.0,0.0,,1744.0,110.0,1485.5,January - November
2007-12-01,2007,12,Teslin Lake,2.0,0.0,,1746.0,110.0,1487.3,January - December
2007-01-01,2007,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Tombstone Mtn.,2.0,0.0,,2.0,0.0,,January - February
2007-03-01,2007,3,Tombstone Mtn.,0.0,0.0,,2.0,0.0,,January - March
2007-04-01,2007,4,Tombstone Mtn.,3.0,0.0,,5.0,0.0,,January - April
2007-05-01,2007,5,Tombstone Mtn.,108.0,66.0,63.6,113.0,66.0,71.2,January - May
2007-06-01,2007,6,Tombstone Mtn.,599.0,390.0,53.6,712.0,456.0,56.1,January - June
2007-07-01,2007,7,Tombstone Mtn.,968.0,837.0,15.7,1680.0,1293.0,29.9,January - July
2007-08-01,2007,8,Tombstone Mtn.,1143.0,761.0,50.2,2823.0,2054.0,37.4,January - August
2007-09-01,2007,9,Tombstone Mtn.,153.0,291.0,-47.4,2976.0,2345.0,26.9,January - September
2007-10-01,2007,10,Tombstone Mtn.,0.0,7.0,-100.0,2976.0,2352.0,26.5,January - October
2007-11-01,2007,11,Tombstone Mtn.,0.0,0.0,,2976.0,2352.0,26.5,January - November
2007-12-01,2007,12,Tombstone Mtn.,0.0,0.0,,2976.0,2352.0,26.5,January - December
2007-01-01,2007,1,Watson Lake,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Watson Lake,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Watson Lake,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Watson Lake,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Watson Lake,0.0,0.0,,0.0,0.0,,January - May
2007-06-01,2007,6,Watson Lake,169.0,0.0,,169.0,0.0,,January - June
2007-07-01,2007,7,Watson Lake,208.0,0.0,,377.0,0.0,,January - July
2007-08-01,2007,8,Watson Lake,97.0,0.0,,474.0,0.0,,January - August
2007-09-01,2007,9,Watson Lake,18.0,0.0,,492.0,0.0,,January - September
2007-10-01,2007,10,Watson Lake,2.0,0.0,,494.0,0.0,,January - October
2007-11-01,2007,11,Watson Lake,0.0,0.0,,494.0,0.0,,January - November
2007-12-01,2007,12,Watson Lake,0.0,0.0,,494.0,0.0,,January - December
2007-01-01,2007,1,Wolf Creek,0.0,0.0,,0.0,0.0,,January - January
2007-02-01,2007,2,Wolf Creek,0.0,0.0,,0.0,0.0,,January - February
2007-03-01,2007,3,Wolf Creek,0.0,0.0,,0.0,0.0,,January - March
2007-04-01,2007,4,Wolf Creek,0.0,0.0,,0.0,0.0,,January - April
2007-05-01,2007,5,Wolf Creek,112.0,0.0,,112.0,0.0,,January - May
2007-06-01,2007,6,Wolf Creek,882.0,0.0,,994.0,0.0,,January - June
2007-07-01,2007,7,Wolf Creek,1052.0,0.0,,2046.0,0.0,,January - July
2007-08-01,2007,8,Wolf Creek,908.0,0.0,,2954.0,0.0,,January - August
2007-09-01,2007,9,Wolf Creek,265.0,0.0,,3219.0,0.0,,January - September
2007-10-01,2007,10,Wolf Creek,3.0,0.0,,3222.0,0.0,,January - October
2007-11-01,2007,11,Wolf Creek,0.0,0.0,,3222.0,0.0,,January - November
2007-12-01,2007,12,Wolf Creek,0.0,0.0,,3222.0,0.0,,January - December
2007-01-01,2007,1,Yukon River,0.0,2.0,-100.0,0.0,2.0,-100.0,January - January
2007-02-01,2007,2,Yukon River,0.0,0.0,,0.0,2.0,-100.0,January - February
2007-03-01,2007,3,Yukon River,0.0,0.0,,0.0,2.0,-100.0,January - March
2007-04-01,2007,4,Yukon River,0.0,2.0,-100.0,0.0,4.0,-100.0,January - April
2016-01-01,2016,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Tombstone Mtn.,2.0,0.0,,2.0,0.0,,January - March
2016-04-01,2016,4,Tombstone Mtn.,0.0,0.0,,2.0,0.0,,January - April
2016-05-01,2016,5,Tombstone Mtn.,94.0,108.0,-13.0,96.0,108.0,-11.1,January - May
2016-06-01,2016,6,Tombstone Mtn.,1110.0,1153.0,-3.7,1206.0,1261.0,-4.4,January - June
2016-07-01,2016,7,Tombstone Mtn.,1377.0,1468.0,-6.2,2583.0,2729.0,-5.3,January - July
2016-08-01,2016,8,Tombstone Mtn.,1384.0,1616.0,-14.4,3967.0,4345.0,-8.7,January - August
2016-09-01,2016,9,Tombstone Mtn.,493.0,374.0,31.8,4460.0,4719.0,-5.5,January - September
2016-10-01,2016,10,Tombstone Mtn.,0.0,2.0,-100.0,4460.0,4721.0,-5.5,January - October
2016-11-01,2016,11,Tombstone Mtn.,0.0,0.0,,4460.0,4721.0,-5.5,January - November
2016-12-01,2016,12,Tombstone Mtn.,0.0,0.0,,4460.0,4721.0,-5.5,January - December
2016-01-01,2016,1,Watson Lake,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Watson Lake,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Watson Lake,0.0,0.0,,0.0,0.0,,January - March
2016-04-01,2016,4,Watson Lake,0.0,0.0,,0.0,0.0,,January - April
2016-05-01,2016,5,Watson Lake,246.0,157.0,56.7,246.0,157.0,56.7,January - May
2016-06-01,2016,6,Watson Lake,990.0,893.0,10.9,1236.0,1050.0,17.7,January - June
2016-07-01,2016,7,Watson Lake,1425.0,1126.0,26.6,2661.0,2176.0,22.3,January - July
2016-08-01,2016,8,Watson Lake,1190.0,938.0,26.9,3851.0,3114.0,23.7,January - August
2016-09-01,2016,9,Watson Lake,228.0,194.0,17.5,4079.0,3308.0,23.3,January - September
2016-10-01,2016,10,Watson Lake,0.0,7.0,-100.0,4079.0,3315.0,23.0,January - October
2016-11-01,2016,11,Watson Lake,0.0,0.0,,4079.0,3315.0,23.0,January - November
2016-12-01,2016,12,Watson Lake,0.0,0.0,,4079.0,3315.0,23.0,January - December
2016-01-01,2016,1,Wolf Creek,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Wolf Creek,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Wolf Creek,4.0,0.0,,4.0,0.0,,January - March
2016-04-01,2016,4,Wolf Creek,3.0,0.0,,7.0,0.0,,January - April
2016-05-01,2016,5,Wolf Creek,475.0,449.0,5.8,482.0,449.0,7.3,January - May
2016-06-01,2016,6,Wolf Creek,989.0,809.0,22.2,1471.0,1258.0,16.9,January - June
2016-07-01,2016,7,Wolf Creek,1115.0,877.0,27.1,2586.0,2135.0,21.1,January - July
2016-08-01,2016,8,Wolf Creek,1000.0,737.0,35.7,3586.0,2872.0,24.9,January - August
2016-09-01,2016,9,Wolf Creek,490.0,357.0,37.3,4076.0,3229.0,26.2,January - September
2016-10-01,2016,10,Wolf Creek,2.0,2.0,0.0,4078.0,3231.0,26.2,January - October
2016-11-01,2016,11,Wolf Creek,0.0,0.0,,4078.0,3231.0,26.2,January - November
2016-12-01,2016,12,Wolf Creek,0.0,0.0,,4078.0,3231.0,26.2,January - December
2016-01-01,2016,1,Yukon River,0.0,0.0,,0.0,0.0,,January - January
2016-02-01,2016,2,Yukon River,0.0,0.0,,0.0,0.0,,January - February
2016-03-01,2016,3,Yukon River,0.0,0.0,,0.0,0.0,,January - March
2016-04-01,2016,4,Yukon River,2.0,0.0,,2.0,0.0,,January - April
2016-05-01,2016,5,Yukon River,301.0,353.0,-14.7,303.0,353.0,-14.2,January - May
2016-06-01,2016,6,Yukon River,2045.0,1895.0,7.9,2348.0,2248.0,4.4,January - June
2016-07-01,2016,7,Yukon River,1966.0,2286.0,-14.0,4314.0,4534.0,-4.9,January - July
2016-08-01,2016,8,Yukon River,1728.0,1685.0,2.6,6042.0,6219.0,-2.8,January - August
2016-09-01,2016,9,Yukon River,375.0,373.0,0.5,6417.0,6592.0,-2.7,January - September
2016-10-01,2016,10,Yukon River,3.0,0.0,,6420.0,6592.0,-2.6,January - October
2007-05-01,2007,5,Yukon River,210.0,114.0,84.2,210.0,118.0,78.0,January - May
2007-06-01,2007,6,Yukon River,1135.0,940.0,20.7,1345.0,1058.0,27.1,January - June
2007-07-01,2007,7,Yukon River,1604.0,1004.0,59.8,2949.0,2062.0,43.0,January - July
2007-08-01,2007,8,Yukon River,1305.0,1025.0,27.3,4254.0,3087.0,37.8,January - August
2007-09-01,2007,9,Yukon River,278.0,41.0,578.0,4532.0,3128.0,44.9,January - September
2007-10-01,2007,10,Yukon River,0.0,0.0,,4532.0,3128.0,44.9,January - October
2007-11-01,2007,11,Yukon River,0.0,0.0,,4532.0,3128.0,44.9,January - November
2007-12-01,2007,12,Yukon River,5.0,0.0,,4537.0,3128.0,45.0,January - December
2008-01-01,2008,1,Congdon Creek,0.0,3.0,-100.0,0.0,3.0,-100.0,January - January
2008-02-01,2008,2,Congdon Creek,0.0,0.0,,0.0,3.0,-100.0,January - February
2008-03-01,2008,3,Congdon Creek,0.0,0.0,,0.0,3.0,-100.0,January - March
2008-04-01,2008,4,Congdon Creek,0.0,0.0,,0.0,3.0,-100.0,January - April
2008-05-01,2008,5,Congdon Creek,189.0,234.0,-19.2,189.0,237.0,-20.3,January - May
2008-06-01,2008,6,Congdon Creek,771.0,725.0,6.3,960.0,962.0,-0.2,January - June
2008-07-01,2008,7,Congdon Creek,835.0,1072.0,-22.1,1795.0,2034.0,-11.8,January - July
2008-08-01,2008,8,Congdon Creek,676.0,255.0,165.1,2471.0,2289.0,8.0,January - August
2008-09-01,2008,9,Congdon Creek,270.0,59.0,357.6,2741.0,2348.0,16.7,January - September
2008-10-01,2008,10,Congdon Creek,2.0,9.0,-77.8,2743.0,2357.0,16.4,January - October
2008-11-01,2008,11,Congdon Creek,0.0,0.0,,2743.0,2357.0,16.4,January - November
2008-12-01,2008,12,Congdon Creek,0.0,0.0,,2743.0,2357.0,16.4,January - December
2008-01-01,2008,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2008-04-01,2008,4,Conrad,0.0,0.0,,0.0,0.0,,January - April
2008-05-01,2008,5,Conrad,0.0,0.0,,0.0,0.0,,January - May
2008-06-01,2008,6,Conrad,0.0,0.0,,0.0,0.0,,January - June
2008-07-01,2008,7,Conrad,0.0,0.0,,0.0,0.0,,January - July
2008-08-01,2008,8,Conrad,0.0,0.0,,0.0,0.0,,January - August
2008-09-01,2008,9,Conrad,0.0,0.0,,0.0,0.0,,January - September
2008-10-01,2008,10,Conrad,0.0,0.0,,0.0,0.0,,January - October
2008-11-01,2008,11,Conrad,0.0,0.0,,0.0,0.0,,January - November
2008-12-01,2008,12,Conrad,0.0,0.0,,0.0,0.0,,January - December
2008-01-01,2008,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Fox Lake,5.0,0.0,,5.0,0.0,,January - March
2008-04-01,2008,4,Fox Lake,0.0,0.0,,5.0,0.0,,January - April
2008-05-01,2008,5,Fox Lake,266.0,57.0,366.7,271.0,57.0,375.4,January - May
2008-06-01,2008,6,Fox Lake,559.0,519.0,7.7,830.0,576.0,44.1,January - June
2008-07-01,2008,7,Fox Lake,673.0,697.0,-3.4,1503.0,1273.0,18.1,January - July
2008-08-01,2008,8,Fox Lake,561.0,597.0,-6.0,2064.0,1870.0,10.4,January - August
2008-09-01,2008,9,Fox Lake,196.0,127.0,54.3,2260.0,1997.0,13.2,January - September
2008-10-01,2008,10,Fox Lake,0.0,0.0,,2260.0,1997.0,13.2,January - October
2008-11-01,2008,11,Fox Lake,0.0,0.0,,2260.0,1997.0,13.2,January - November
2008-12-01,2008,12,Fox Lake,0.0,0.0,,2260.0,1997.0,13.2,January - December
2008-01-01,2008,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2008-02-01,2008,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2008-03-01,2008,3,Marsh Lake,0.0,0.0,,0.0,0.0,,January - March
2016-11-01,2016,11,Yukon River,0.0,0.0,,6420.0,6592.0,-2.6,January - November
2016-12-01,2016,12,Yukon River,0.0,0.0,,6420.0,6592.0,-2.6,January - December
2017-01-01,2017,1,Congdon Creek,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Congdon Creek,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Congdon Creek,4.0,3.0,33.3,4.0,3.0,33.3,January - March
2017-04-01,2017,4,Congdon Creek,2.0,0.0,,6.0,3.0,100.0,January - April
2017-05-01,2017,5,Congdon Creek,451.0,354.0,27.4,457.0,357.0,28.0,January - May
2017-06-01,2017,6,Congdon Creek,931.0,963.0,-3.3,1388.0,1320.0,5.2,January - June
2017-07-01,2017,7,Congdon Creek,1405.0,1252.0,12.2,2793.0,2572.0,8.6,January - July
2017-08-01,2017,8,Congdon Creek,1273.0,1104.0,15.3,4066.0,3676.0,10.6,January - August
2017-09-01,2017,9,Congdon Creek,675.0,702.0,-3.8,4741.0,4378.0,8.3,January - September
2017-10-01,2017,10,Congdon Creek,37.0,0.0,,4778.0,4378.0,9.1,January - October
2017-11-01,2017,11,Congdon Creek,0.0,0.0,,4778.0,4378.0,9.1,January - November
2017-12-01,2017,12,Congdon Creek,0.0,0.0,,4778.0,4378.0,9.1,January - December
2017-01-01,2017,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2017-03-01,2017,3,Conrad,0.0,2.0,-100.0,0.0,2.0,-100.0,January - March
2017-04-01,2017,4,Conrad,3.0,0.0,,3.0,2.0,50.0,January - April
2017-05-01,2017,5,Conrad,371.0,253.0,46.6,374.0,255.0,46.7,January - May
2017-06-01,2017,6,Conrad,803.0,1091.0,-26.4,1177.0,1346.0,-12.6,January - June
2017-07-01,2017,7,Conrad,1022.0,1441.0,-29.1,2199.0,2787.0,-21.1,January - July
2017-08-01,2017,8,Conrad,976.0,956.0,2.1,3175.0,3743.0,-15.2,January - August
2017-09-01,2017,9,Conrad,465.0,331.0,40.5,3640.0,4074.0,-10.7,January - September
2017-10-01,2017,10,Conrad,4.0,12.0,-66.7,3644.0,4086.0,-10.8,January - October
2017-11-01,2017,11,Conrad,0.0,0.0,,3644.0,4086.0,-10.8,January - November
2017-12-01,2017,12,Conrad,0.0,0.0,,3644.0,4086.0,-10.8,January - December
2017-01-01,2017,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2017-02-01,2017,2,Fox Lake,0.0,2.0,-100.0,0.0,2.0,-100.0,January - February
2017-03-01,2017,3,Fox Lake,0.0,0.0,,0.0,2.0,-100.0,January - March
