date,year,month,campground,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_month_range
2021-01-01,2021,1,Congdon Creek,5.0,0.0,,5.0,0.0,,January - January
2021-02-01,2021,2,Congdon Creek,0.0,0.0,,5.0,0.0,,January - February
2021-03-01,2021,3,Congdon Creek,0.0,0.0,,5.0,0.0,,January - March
2021-04-01,2021,4,Congdon Creek,5.0,0.0,,10.0,0.0,,January - April
2021-05-01,2021,5,Congdon Creek,255.0,0.0,,265.0,0.0,,January - May
2021-06-01,2021,6,Congdon Creek,493.0,335.0,47.2,758.0,335.0,126.3,January - June
2021-07-01,2021,7,Congdon Creek,557.0,432.0,28.9,1315.0,767.0,71.4,January - July
2021-08-01,2021,8,Congdon Creek,784.0,320.0,145.0,2099.0,1087.0,93.1,January - August
2021-09-01,2021,9,Congdon Creek,494.0,223.0,121.5,2593.0,1310.0,97.9,January - September
2021-10-01,2021,10,Congdon Creek,9.0,0.0,,2602.0,1310.0,98.6,January - October
2021-11-01,2021,11,Congdon Creek,0.0,0.0,,2602.0,1310.0,98.6,January - November
2021-12-01,2021,12,Congdon Creek,0.0,0.0,,2602.0,1310.0,98.6,January - December
2021-01-01,2021,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2021-02-01,2021,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2021-03-01,2021,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2021-04-01,2021,4,Conrad,14.0,0.0,,14.0,0.0,,January - April
2021-05-01,2021,5,Conrad,343.0,3.0,11333.3,357.0,3.0,11800.0,January - May
2021-06-01,2021,6,Conrad,529.0,521.0,1.5,886.0,524.0,69.1,January - June
2021-07-01,2021,7,Conrad,733.0,637.0,15.1,1619.0,1161.0,39.4,January - July
2021-08-01,2021,8,Conrad,744.0,691.0,7.7,2363.0,1852.0,27.6,January - August
2021-09-01,2021,9,Conrad,481.0,492.0,-2.2,2844.0,2344.0,21.3,January - September
2021-10-01,2021,10,Conrad,0.0,0.0,,2844.0,2344.0,21.3,January - October
2021-11-01,2021,11,Conrad,0.0,0.0,,2844.0,2344.0,21.3,January - November
2021-12-01,2021,12,Conrad,0.0,0.0,,2844.0,2344.0,21.3,January - December
2021-01-01,2021,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2021-02-01,2021,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2021-03-01,2021,3,Fox Lake,0.0,0.0,,0.0,0.0,,January - March
2021-04-01,2021,4,Fox Lake,3.0,0.0,,3.0,0.0,,January - April
2021-05-01,2021,5,Fox Lake,352.0,11.0,3100.0,355.0,11.0,3127.3,January - May
2021-06-01,2021,6,Fox Lake,718.0,618.0,16.2,1073.0,629.0,70.6,January - June
2021-07-01,2021,7,Fox Lake,764.0,700.0,9.1,1837.0,1329.0,38.2,January - July
2021-08-01,2021,8,Fox Lake,570.0,564.0,1.1,2407.0,1893.0,27.2,January - August
2021-09-01,2021,9,Fox Lake,332.0,275.0,20.7,2739.0,2168.0,26.3,January - September
2021-10-01,2021,10,Fox Lake,5.0,2.0,150.0,2744.0,2170.0,26.5,January - October
2021-11-01,2021,11,Fox Lake,2.0,0.0,,2746.0,2170.0,26.5,January - November
2021-12-01,2021,12,Fox Lake,0.0,0.0,,2746.0,2170.0,26.5,January - December
2021-01-01,2021,1,Marsh Lake,0.0,3.0,-100.0,0.0,3.0,-100.0,January - January
2021-02-01,2021,2,Marsh Lake,0.0,0.0,,0.0,3.0,-100.0,January - February
2021-03-01,2021,3,Marsh Lake,3.0,0.0,,3.0,3.0,0.0,January - March
2021-04-01,2021,4,Marsh Lake,16.0,0.0,,19.0,3.0,533.3,January - April
2021-05-01,2021,5,Marsh Lake,528.0,11.0,4700.0,547.0,14.0,3807.1,January - May
2021-06-01,2021,6,Marsh Lake,933.0,880.0,6.0,1480.0,894.0,65.5,January - June
2021-07-01,2021,7,Marsh Lake,526.0,916.0,-42.6,2006.0,1810.0,10.8,January - July
2021-08-01,2021,8,Marsh Lake,524.0,592.0,-11.5,2530.0,2402.0,5.3,January - August
2021-09-01,2021,9,Marsh Lake,321.0,239.0,34.3,2851.0,2641.0,8.0,January - September
2021-10-01,2021,10,Marsh Lake,14.0,3.0,366.7,2865.0,2644.0,8.4,January - October
2021-11-01,2021,11,Marsh Lake,0.0,0.0,,2865.0,2644.0,8.4,January - November
2013-01-01,2013,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2013-02-01,2013,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2013-03-01,2013,3,Teslin Lake,2.0,0.0,,2.0,0.0,,January - March
2013-04-01,2013,4,Teslin Lake,0.0,0.0,,2.0,0.0,,January - April
2013-05-01,2013,5,Teslin Lake,166.0,129.0,28.7,168.0,129.0,30.2,January - May
2013-06-01,2013,6,Teslin Lake,668.0,495.0,34.9,836.0,624.0,34.0,January - June
2013-07-01,2013,7,Teslin Lake,717.0,621.0,15.5,1553.0,1245.0,24.7,January - July
2013-08-01,2013,8,Teslin Lake,705.0,541.0,30.3,2258.0,1786.0,26.4,January - August
2013-09-01,2013,9,Teslin Lake,207.0,151.0,37.1,2465.0,1937.0,27.3,January - September
2013-10-01,2013,10,Teslin Lake,2.0,2.0,0.0,2467.0,1939.0,27.2,January - October
2013-11-01,2013,11,Teslin Lake,0.0,0.0,,2467.0,1939.0,27.2,January - November
2013-12-01,2013,12,Teslin Lake,0.0,0.0,,2467.0,1939.0,27.2,January - December
2013-01-01,2013,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2013-02-01,2013,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2013-03-01,2013,3,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - March
2013-04-01,2013,4,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - April
2013-05-01,2013,5,Tombstone Mtn.,45.0,32.0,40.6,45.0,32.0,40.6,January - May
2013-06-01,2013,6,Tombstone Mtn.,782.0,728.0,7.4,827.0,760.0,8.8,January - June
2013-07-01,2013,7,Tombstone Mtn.,1040.0,934.0,11.3,1867.0,1694.0,10.2,January - July
2013-08-01,2013,8,Tombstone Mtn.,1260.0,1272.0,-0.9,3127.0,2966.0,5.4,January - August
2013-09-01,2013,9,Tombstone Mtn.,460.0,410.0,12.2,3587.0,3376.0,6.3,January - September
2013-10-01,2013,10,Tombstone Mtn.,5.0,0.0,,3592.0,3376.0,6.4,January - October
2013-11-01,2013,11,Tombstone Mtn.,0.0,0.0,,3592.0,3376.0,6.4,January - November
2013-12-01,2013,12,Tombstone Mtn.,0.0,0.0,,3592.0,3376.0,6.4,January - December
2013-01-01,2013,1,Watson Lake,0.0,0.0,,0.0,0.0,,January - January
2013-02-01,2013,2,Watson Lake,0.0,0.0,,0.0,0.0,,January - February
2013-03-01,2013,3,Watson Lake,0.0,0.0,,0.0,0.0,,January - March
2013-04-01,2013,4,Watson Lake,0.0,0.0,,0.0,0.0,,January - April
2013-05-01,2013,5,Watson Lake,107.0,148.0,-27.7,107.0,148.0,-27.7,January - May
2013-06-01,2013,6,Watson Lake,531.0,565.0,-6.0,638.0,713.0,-10.5,January - June
2013-07-01,2013,7,Watson Lake,770.0,765.0,0.7,1408.0,1478.0,-4.7,January - July
2013-08-01,2013,8,Watson Lake,687.0,689.0,-0.3,2095.0,2167.0,-3.3,January - August
2013-09-01,2013,9,Watson Lake,222.0,210.0,5.7,2317.0,2377.0,-2.5,January - September
2013-10-01,2013,10,Watson Lake,14.0,7.0,100.0,2331.0,2384.0,-2.2,January - October
2013-11-01,2013,11,Watson Lake,0.0,0.0,,2331.0,2384.0,-2.2,January - November
2013-12-01,2013,12,Watson Lake,0.0,0.0,,2331.0,2384.0,-2.2,January - December
2013-01-01,2013,1,Wolf Creek,2.0,0.0,,2.0,0.0,,January - January
2013-02-01,2013,2,Wolf Creek,2.0,0.0,,4.0,0.0,,January - February
2013-03-01,2013,3,Wolf Creek,5.0,0.0,,9.0,0.0,,January - March
2013-04-01,2013,4,Wolf Creek,0.0,2.0,-100.0,9.0,2.0,350.0,January - April
2013-05-01,2013,5,Wolf Creek,255.0,324.0,-21.3,264.0,326.0,-19.0,January - May
2013-06-01,2013,6,Wolf Creek,833.0,853.0,-2.3,1097.0,1179.0,-7.0,January - June
2013-07-01,2013,7,Wolf Creek,1090.0,972.0,12.1,2187.0,2151.0,1.7,January - July
2013-08-01,2013,8,Wolf Creek,987.0,818.0,20.7,3174.0,2969.0,6.9,January - August
2013-09-01,2013,9,Wolf Creek,434.0,295.0,47.1,3608.0,3264.0,10.5,January - September
2013-10-01,2013,10,Wolf Creek,5.0,5.0,0.0,3613.0,3269.0,10.5,January - October
2021-12-01,2021,12,Marsh Lake,0.0,0.0,,2865.0,2644.0,8.4,January - December
2021-01-01,2021,1,Pine Lake,5.0,0.0,,5.0,0.0,,January - January
2021-02-01,2021,2,Pine Lake,0.0,0.0,,5.0,0.0,,January - February
2021-03-01,2021,3,Pine Lake,0.0,0.0,,5.0,0.0,,January - March
2021-04-01,2021,4,Pine Lake,16.0,3.0,433.3,21.0,3.0,600.0,January - April
2021-05-01,2021,5,Pine Lake,383.0,5.0,7560.0,404.0,8.0,4950.0,January - May
2021-06-01,2021,6,Pine Lake,678.0,645.0,5.1,1082.0,653.0,65.7,January - June
2021-07-01,2021,7,Pine Lake,794.0,723.0,9.8,1876.0,1376.0,36.3,January - July
2021-08-01,2021,8,Pine Lake,1075.0,545.0,97.2,2951.0,1921.0,53.6,January - August
2021-09-01,2021,9,Pine Lake,608.0,323.0,88.2,3559.0,2244.0,58.6,January - September
2021-10-01,2021,10,Pine Lake,22.0,0.0,,3581.0,2244.0,59.6,January - October
2021-11-01,2021,11,Pine Lake,0.0,0.0,,3581.0,2244.0,59.6,January - November
2021-12-01,2021,12,Pine Lake,0.0,0.0,,3581.0,2244.0,59.6,January - December
2021-01-01,2021,1,Teslin Lake,0.0,0.0,,0.0,0.0,,January - January
2021-02-01,2021,2,Teslin Lake,0.0,0.0,,0.0,0.0,,January - February
2021-03-01,2021,3,Teslin Lake,0.0,0.0,,0.0,0.0,,January - March
2021-04-01,2021,4,Teslin Lake,5.0,0.0,,5.0,0.0,,January - April
2021-05-01,2021,5,Teslin Lake,136.0,5.0,2620.0,141.0,5.0,2720.0,January - May
2021-06-01,2021,6,Teslin Lake,169.0,204.0,-17.2,310.0,209.0,48.3,January - June
2021-07-01,2021,7,Teslin Lake,287.0,313.0,-8.3,597.0,522.0,14.4,January - July
2021-08-01,2021,8,Teslin Lake,397.0,337.0,17.8,994.0,859.0,15.7,January - August
2021-09-01,2021,9,Teslin Lake,210.0,117.0,79.5,1204.0,976.0,23.4,January - September
2021-10-01,2021,10,Teslin Lake,7.0,0.0,,1211.0,976.0,24.1,January - October
2021-11-01,2021,11,Teslin Lake,0.0,0.0,,1211.0,976.0,24.1,January - November
2021-12-01,2021,12,Teslin Lake,0.0,0.0,,1211.0,976.0,24.1,January - December
2021-01-01,2021,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2021-02-01,2021,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2021-03-01,2021,3,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - March
2021-04-01,2021,4,Tombstone Mtn.,5.0,0.0,,5.0,0.0,,January - April
2021-05-01,2021,5,Tombstone Mtn.,112.0,8.0,1300.0,117.0,8.0,1362.5,January - May
2021-06-01,2021,6,Tombstone Mtn.,504.0,505.0,-0.2,621.0,513.0,21.1,January - June
2021-07-01,2021,7,Tombstone Mtn.,961.0,980.0,-1.9,1582.0,1493.0,6.0,January - July
2021-08-01,2021,8,Tombstone Mtn.,1618.0,1407.0,15.0,3200.0,2900.0,10.3,January - August
2021-09-01,2021,9,Tombstone Mtn.,814.0,560.0,45.4,4014.0,3460.0,16.0,January - September
2021-10-01,2021,10,Tombstone Mtn.,12.0,5.0,140.0,4026.0,3465.0,16.2,January - October
2021-11-01,2021,11,Tombstone Mtn.,0.0,0.0,,4026.0,3465.0,16.2,January - November
2021-12-01,2021,12,Tombstone Mtn.,0.0,0.0,,4026.0,3465.0,16.2,January - December
2021-01-01,2021,1,Watson Lake,2.0,0.0,,2.0,0.0,,January - January
2021-02-01,2021,2,Watson Lake,0.0,0.0,,2.0,0.0,,January - February
2021-03-01,2021,3,Watson Lake,0.0,0.0,,2.0,0.0,,January - March
2021-04-01,2021,4,Watson Lake,2.0,0.0,,4.0,0.0,,January - April
2021-05-01,2021,5,Watson Lake,116.0,0.0,,120.0,0.0,,January - May
2021-06-01,2021,6,Watson Lake,229.0,117.0,95.7,349.0,117.0,198.3,January - June
2021-07-01,2021,7,Watson Lake,427.0,403.0,6.0,776.0,520.0,49.2,January - July
2021-08-01,2021,8,Watson Lake,889.0,461.0,92.8,1665.0,981.0,69.7,January - August
2021-09-01,2021,9,Watson Lake,496.0,237.0,109.3,2161.0,1218.0,77.4,January - September
2013-11-01,2013,11,Wolf Creek,0.0,0.0,,3613.0,3269.0,10.5,January - November
2013-12-01,2013,12,Wolf Creek,0.0,0.0,,3613.0,3269.0,10.5,January - December
2013-01-01,2013,1,Yukon River,0.0,0.0,,0.0,0.0,,January - January
2013-02-01,2013,2,Yukon River,0.0,0.0,,0.0,0.0,,January - February
2013-03-01,2013,3,Yukon River,0.0,0.0,,0.0,0.0,,January - March
2013-04-01,2013,4,Yukon River,0.0,3.0,-100.0,0.0,3.0,-100.0,January - April
2013-05-01,2013,5,Yukon River,58.0,142.0,-59.2,58.0,145.0,-60.0,January - May
2013-06-01,2013,6,Yukon River,1349.0,1185.0,13.8,1407.0,1330.0,5.8,January - June
2013-07-01,2013,7,Yukon River,1671.0,1670.0,0.1,3078.0,3000.0,2.6,January - July
2013-08-01,2013,8,Yukon River,1494.0,1249.0,19.6,4572.0,4249.0,7.6,January - August
2013-09-01,2013,9,Yukon River,212.0,263.0,-19.4,4784.0,4512.0,6.0,January - September
2013-10-01,2013,10,Yukon River,3.0,0.0,,4787.0,4512.0,6.1,January - October
2013-11-01,2013,11,Yukon River,0.0,0.0,,4787.0,4512.0,6.1,January - November
2013-12-01,2013,12,Yukon River,0.0,0.0,,4787.0,4512.0,6.1,January - December
2014-01-01,2014,1,Congdon Creek,0.0,0.0,,0.0,0.0,,January - January
2014-02-01,2014,2,Congdon Creek,2.0,0.0,,2.0,0.0,,January - February
2014-03-01,2014,3,Congdon Creek,2.0,0.0,,4.0,0.0,,January - March
2014-04-01,2014,4,Congdon Creek,0.0,0.0,,4.0,0.0,,January - April
2014-05-01,2014,5,Congdon Creek,216.0,225.0,-4.0,220.0,225.0,-2.2,January - May
2014-06-01,2014,6,Congdon Creek,791.0,663.0,19.3,1011.0,888.0,13.9,January - June
2014-07-01,2014,7,Congdon Creek,1056.0,792.0,33.3,2067.0,1680.0,23.0,January - July
2014-08-01,2014,8,Congdon Creek,902.0,927.0,-2.7,2969.0,2607.0,13.9,January - August
2014-09-01,2014,9,Congdon Creek,347.0,229.0,51.5,3316.0,2836.0,16.9,January - September
2014-10-01,2014,10,Congdon Creek,2.0,2.0,0.0,3318.0,2838.0,16.9,January - October
2014-11-01,2014,11,Congdon Creek,0.0,0.0,,3318.0,2838.0,16.9,January - November
2014-12-01,2014,12,Congdon Creek,0.0,3.0,-100.0,3318.0,2841.0,16.8,January - December
2014-01-01,2014,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2014-02-01,2014,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2014-03-01,2014,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2014-04-01,2014,4,Conrad,0.0,0.0,,0.0,0.0,,January - April
2014-05-01,2014,5,Conrad,0.0,0.0,,0.0,0.0,,January - May
2014-06-01,2014,6,Conrad,0.0,0.0,,0.0,0.0,,January - June
2014-07-01,2014,7,Conrad,0.0,0.0,,0.0,0.0,,January - July
2014-08-01,2014,8,Conrad,0.0,0.0,,0.0,0.0,,January - August
2014-09-01,2014,9,Conrad,0.0,0.0,,0.0,0.0,,January - September
2014-10-01,2014,10,Conrad,0.0,0.0,,0.0,0.0,,January - October
2014-11-01,2014,11,Conrad,0.0,0.0,,0.0,0.0,,January - November
2014-12-01,2014,12,Conrad,0.0,0.0,,0.0,0.0,,January - December
2014-01-01,2014,1,Fox Lake,0.0,0.0,,0.0,0.0,,January - January
2014-02-01,2014,2,Fox Lake,0.0,0.0,,0.0,0.0,,January - February
2014-03-01,2014,3,Fox Lake,0.0,0.0,,0.0,0.0,,January - March
2014-04-01,2014,4,Fox Lake,0.0,0.0,,0.0,0.0,,January - April
2014-05-01,2014,5,Fox Lake,259.0,146.0,77.4,259.0,146.0,77.4,January - May
2014-06-01,2014,6,Fox Lake,610.0,676.0,-9.8,869.0,822.0,5.7,January - June
2014-07-01,2014,7,Fox Lake,799.0,689.0,16.0,1668.0,1511.0,10.4,January - July
2014-08-01,2014,8,Fox Lake,661.0,635.0,4.1,2329.0,2146.0,8.5,January - August
2014-09-01,2014,9,Fox Lake,153.0,101.0,51.5,2482.0,2247.0,10.5,January - September
2021-10-01,2021,10,Watson Lake,16.0,5.0,220.0,2177.0,1223.0,78.0,January - October
2021-11-01,2021,11,Watson Lake,0.0,0.0,,2177.0,1223.0,78.0,January - November
2021-12-01,2021,12,Watson Lake,0.0,0.0,,2177.0,1223.0,78.0,January - December
2021-01-01,2021,1,Wolf Creek,0.0,5.0,-100.0,0.0,5.0,-100.0,January - January
2021-02-01,2021,2,Wolf Creek,5.0,0.0,,5.0,5.0,0.0,January - February
2021-03-01,2021,3,Wolf Creek,2.0,0.0,,7.0,5.0,40.0,January - March
2021-04-01,2021,4,Wolf Creek,68.0,0.0,,75.0,5.0,1400.0,January - April
2021-05-01,2021,5,Wolf Creek,695.0,5.0,13800.0,770.0,10.0,7600.0,January - May
2021-06-01,2021,6,Wolf Creek,842.0,658.0,28.0,1612.0,668.0,141.3,January - June
2021-07-01,2021,7,Wolf Creek,898.0,742.0,21.0,2510.0,1410.0,78.0,January - July
2021-08-01,2021,8,Wolf Creek,1177.0,824.0,42.8,3687.0,2234.0,65.0,January - August
2021-09-01,2021,9,Wolf Creek,804.0,477.0,68.6,4491.0,2711.0,65.7,January - September
2021-10-01,2021,10,Wolf Creek,27.0,0.0,,4518.0,2711.0,66.7,January - October
2021-11-01,2021,11,Wolf Creek,0.0,0.0,,4518.0,2711.0,66.7,January - November
2021-12-01,2021,12,Wolf Creek,0.0,0.0,,4518.0,2711.0,66.7,January - December
2021-01-01,2021,1,Yukon River,3.0,0.0,,3.0,0.0,,January - January
2021-02-01,2021,2,Yukon River,0.0,0.0,,3.0,0.0,,January - February
2021-03-01,2021,3,Yukon River,3.0,0.0,,6.0,0.0,,January - March
2021-04-01,2021,4,Yukon River,2.0,0.0,,8.0,0.0,,January - April
2021-05-01,2021,5,Yukon River,140.0,12.0,1066.7,148.0,12.0,1133.3,January - May
2021-06-01,2021,6,Yukon River,615.0,455.0,35.2,763.0,467.0,63.4,January - June
2021-07-01,2021,7,Yukon River,820.0,896.0,-8.5,1583.0,1363.0,16.1,January - July
2021-08-01,2021,8,Yukon River,1027.0,1172.0,-12.4,2610.0,2535.0,3.0,January - August
2021-09-01,2021,9,Yukon River,555.0,177.0,213.6,3165.0,2712.0,16.7,January - September
2021-10-01,2021,10,Yukon River,12.0,0.0,,3177.0,2712.0,17.1,January - October
2021-11-01,2021,11,Yukon River,0.0,0.0,,3177.0,2712.0,17.1,January - November
2021-12-01,2021,12,Yukon River,0.0,0.0,,3177.0,2712.0,17.1,January - December
2022-01-01,2022,1,Congdon Creek,2.0,5.0,-60.0,2.0,5.0,-60.0,January - January
2022-02-01,2022,2,Congdon Creek,0.0,0.0,,2.0,5.0,-60.0,January - February
2022-03-01,2022,3,Congdon Creek,0.0,0.0,,2.0,5.0,-60.0,January - March
2022-04-01,2022,4,Congdon Creek,9.0,5.0,80.0,11.0,10.0,10.0,January - April
2022-05-01,2022,5,Congdon Creek,575.0,255.0,125.5,586.0,265.0,121.1,January - May
2022-06-01,2022,6,Congdon Creek,1779.0,493.0,260.9,2365.0,758.0,212.0,January - June
2022-07-01,2022,7,Congdon Creek,2036.0,557.0,265.5,4401.0,1315.0,234.7,January - July
2022-08-01,2022,8,Congdon Creek,1901.0,784.0,142.5,6302.0,2099.0,200.2,January - August
2022-09-01,2022,9,Congdon Creek,846.0,494.0,71.3,7148.0,2593.0,175.7,January - September
2022-10-01,2022,10,Congdon Creek,14.0,9.0,55.6,7162.0,2602.0,175.2,January - October
2022-11-01,2022,11,Congdon Creek,0.0,0.0,,7162.0,2602.0,175.2,January - November
2022-12-01,2022,12,Congdon Creek,0.0,0.0,,7162.0,2602.0,175.2,January - December
2022-01-01,2022,1,Conrad,0.0,0.0,,0.0,0.0,,January - January
2022-02-01,2022,2,Conrad,0.0,0.0,,0.0,0.0,,January - February
2022-03-01,2022,3,Conrad,0.0,0.0,,0.0,0.0,,January - March
2022-04-01,2022,4,Conrad,10.0,14.0,-28.6,10.0,14.0,-28.6,January - April
2022-05-01,2022,5,Conrad,364.0,343.0,6.1,374.0,357.0,4.8,January - May
2022-06-01,2022,6,Conrad,893.0,529.0,68.8,1267.0,886.0,43.0,January - June
2022-07-01,2022,7,Conrad,1221.0,733.0,66.6,2488.0,1619.0,53.7,January - July
2014-10-01,2014,10,Fox Lake,0.0,2.0,-100.0,2482.0,2249.0,10.4,January - October
2014-11-01,2014,11,Fox Lake,0.0,0.0,,2482.0,2249.0,10.4,January - November
2014-12-01,2014,12,Fox Lake,0.0,0.0,,2482.0,2249.0,10.4,January - December
2014-01-01,2014,1,Marsh Lake,0.0,0.0,,0.0,0.0,,January - January
2014-02-01,2014,2,Marsh Lake,0.0,0.0,,0.0,0.0,,January - February
2014-03-01,2014,3,Marsh Lake,0.0,3.0,-100.0,0.0,3.0,-100.0,January - March
2014-04-01,2014,4,Marsh Lake,0.0,3.0,-100.0,0.0,6.0,-100.0,January - April
2014-05-01,2014,5,Marsh Lake,279.0,233.0,19.7,279.0,239.0,16.7,January - May
2014-06-01,2014,6,Marsh Lake,583.0,545.0,7.0,862.0,784.0,9.9,January - June
2014-07-01,2014,7,Marsh Lake,830.0,756.0,9.8,1692.0,1540.0,9.9,January - July
2014-08-01,2014,8,Marsh Lake,641.0,634.0,1.1,2333.0,2174.0,7.3,January - August
2014-09-01,2014,9,Marsh Lake,142.0,214.0,-33.6,2475.0,2388.0,3.6,January - September
2014-10-01,2014,10,Marsh Lake,2.0,0.0,,2477.0,2388.0,3.7,January - October
2014-11-01,2014,11,Marsh Lake,0.0,0.0,,2477.0,2388.0,3.7,January - November
2014-12-01,2014,12,Marsh Lake,0.0,0.0,,2477.0,2388.0,3.7,January - December
2014-01-01,2014,1,Pine Lake,0.0,2.0,-100.0,0.0,2.0,-100.0,January - January
2014-02-01,2014,2,Pine Lake,2.0,4.0,-50.0,2.0,6.0,-66.7,January - February
2014-03-01,2014,3,Pine Lake,0.0,0.0,,2.0,6.0,-66.7,January - March
2014-04-01,2014,4,Pine Lake,0.0,0.0,,2.0,6.0,-66.7,January - April
2014-05-01,2014,5,Pine Lake,251.0,233.0,7.7,253.0,239.0,5.9,January - May
2014-06-01,2014,6,Pine Lake,776.0,785.0,-1.1,1029.0,1024.0,0.5,January - June
2014-07-01,2014,7,Pine Lake,1116.0,958.0,16.5,2145.0,1982.0,8.2,January - July
2014-08-01,2014,8,Pine Lake,976.0,828.0,17.9,3121.0,2810.0,11.1,January - August
2014-09-01,2014,9,Pine Lake,319.0,241.0,32.4,3440.0,3051.0,12.7,January - September
2014-10-01,2014,10,Pine Lake,0.0,0.0,,3440.0,3051.0,12.7,January - October
2014-11-01,2014,11,Pine Lake,0.0,0.0,,3440.0,3051.0,12.7,January - November
2014-12-01,2014,12,Pine Lake,0.0,0.0,,3440.0,3051.0,12.7,January - December
2014-01-01,2014,1,Teslin Lake,3.0,0.0,,3.0,0.0,,January - January
2014-02-01,2014,2,Teslin Lake,0.0,0.0,,3.0,0.0,,January - February
2014-03-01,2014,3,Teslin Lake,0.0,2.0,-100.0,3.0,2.0,50.0,January - March
2014-04-01,2014,4,Teslin Lake,2.0,0.0,,5.0,2.0,150.0,January - April
2014-05-01,2014,5,Teslin Lake,248.0,166.0,49.4,253.0,168.0,50.6,January - May
2014-06-01,2014,6,Teslin Lake,701.0,668.0,4.9,954.0,836.0,14.1,January - June
2014-07-01,2014,7,Teslin Lake,692.0,717.0,-3.5,1646.0,1553.0,6.0,January - July
2014-08-01,2014,8,Teslin Lake,572.0,705.0,-18.9,2218.0,2258.0,-1.8,January - August
2014-09-01,2014,9,Teslin Lake,115.0,207.0,-44.4,2333.0,2465.0,-5.4,January - September
2014-10-01,2014,10,Teslin Lake,0.0,2.0,-100.0,2333.0,2467.0,-5.4,January - October
2014-11-01,2014,11,Teslin Lake,0.0,0.0,,2333.0,2467.0,-5.4,January - November
2014-12-01,2014,12,Teslin Lake,0.0,0.0,,2333.0,2467.0,-5.4,January - December
2014-01-01,2014,1,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - January
2014-02-01,2014,2,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - February
2014-03-01,2014,3,Tombstone Mtn.,0.0,0.0,,0.0,0.0,,January - March
2014-04-01,2014,4,Tombstone Mtn.,2.0,0.0,,2.0,0.0,,January - April
2014-05-01,2014,5,Tombstone Mtn.,74.0,45.0,64.4,76.0,45.0,68.9,January - May
2014-06-01,2014,6,Tombstone Mtn.,719.0,782.0,-8.1,795.0,827.0,-3.9,January - June
2014-07-01,2014,7,Tombstone Mtn.,979.0,1040.0,-5.9,1774.0,1867.0,-5.0,January - July
2014-08-01,2014,8,Tombstone Mtn.,1148.0,1260.0,-8.9,2922.0,3127.0,-6.6,January - August
2014-09-01,2014,9,Tombstone Mtn.,305.0,460.0,-33.7,3227.0,3587.0,-10.0,January - September
2014-10-01,2014,10,Tombstone Mtn.,2.0,5.0,-60.0,3229.0,3592.0,-10.1,January - October
2014-11-01,2014,11,Tombstone Mtn.,0.0,0.0,,3229.0,3592.0,-10.1,January - November
2014-12-01,2014,12,Tombstone Mtn.,0.0,0.0,,3229.0,3592.0,-10.1,January - December
2014-01-01,2014,1,Watson Lake,2.0,0.0,,2.0,0.0,,January - January
2014-02-01,2014,2,Watson Lake,2.0,0.0,,4.0,0.0,,January - February
2014-03-01,2014,3,Watson Lake,0.0,0.0,,4.0,0.0,,January - March
2014-04-01,2014,4,Watson Lake,0.0,0.0,,4.0,0.0,,January - April
2014-05-01,2014,5,Watson Lake,99.0,107.0,-7.5,103.0,107.0,-3.7,January - May
2014-06-01,2014,6,Watson Lake,737.0,531.0,38.8,840.0,638.0,31.7,January - June
2014-07-01,2014,7,Watson Lake,822.0,770.0,6.8,1662.0,1408.0,18.0,January - July
2014-08-01,2014,8,Watson Lake,705.0,687.0,2.6,2367.0,2095.0,13.0,January - August
2014-09-01,2014,9,Watson Lake,175.0,222.0,-21.2,2542.0,2317.0,9.7,January - September
2014-10-01,2014,10,Watson Lake,2.0,14.0,-85.7,2544.0,2331.0,9.1,January - October
2014-11-01,2014,11,Watson Lake,0.0,0.0,,2544.0,2331.0,9.1,January - November
2014-12-01,2014,12,Watson Lake,0.0,0.0,,2544.0,2331.0,9.1,January - December
2014-01-01,2014,1,Wolf Creek,0.0,2.0,-100.0,0.0,2.0,-100.0,January - January
2014-02-01,2014,2,Wolf Creek,0.0,2.0,-100.0,0.0,4.0,-100.0,January - February
2014-03-01,2014,3,Wolf Creek,0.0,5.0,-100.0,0.0,9.0,-100.0,January - March
